filename,display_name,hull_hp_normalized,fuse_penetration_mult,component_penetration_mult,critical_explosion_chance,armor_hp,armor_resist_physical,armor_resist_energy,armor_resist_distortion,thruster_count,thruster_main_hp,thruster_retro_hp,thruster_mav_hp,thruster_vtol_hp,thruster_total_hp,turret_count,turret_total_hp,powerplant_count,powerplant_total_hp,cooler_count,cooler_total_hp,shield_gen_count,shield_gen_total_hp,qd_count,qd_total_hp,weapon_hardpoints,missile_hardpoints,total_hardpoints
argo_mole_talus,Argo mole talus,22575,0.7,0.6,0.2,27000,0.85,1.3,1.0,18,58000,27000,96000,58000,239000,3,6000,1,1800,1,1200,1,1100,1,570,1,0,77
argo_mole_teach,Argo mole teach,22575,0.7,0.6,0.2,27000,0.85,1.3,1.0,18,58000,27000,96000,58000,239000,3,6000,1,1800,1,1200,1,1100,1,570,1,0,76
argo_mpuv,Argo mpuv,2500,0.0,0.4,0.2,1500,0.85,1.3,1.0,18,14000,0,35000,0,49000,0,0,1,82,2,92,1,180,0,0,1,0,58
argo_mpuv_1t,Argo mpuv 1t,2500,0.0,0.4,0.2,1500,0.85,1.3,1.0,18,14000,0,35000,0,49000,1,2500,1,82,1,46,1,180,0,0,1,0,64
argo_mpuv_pu_ai_civ_lorville,Argo mpuv pu ai civ lorville,2500,0.0,0.4,1.0,1500,0.85,1.3,1.0,18,14000,0,35000,0,49000,0,0,1,82,2,92,1,180,0,0,1,0,58
argo_mpuv_transport,Argo mpuv transport,2500,0.0,0.4,0.2,1500,0.85,1.3,1.0,18,14000,0,35000,0,49000,0,0,1,82,2,92,1,180,0,0,1,0,57
argo_raft,Argo raft,25000,0.7,0.5,0.2,24430,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
argo_raft_collector_indust,Argo raft collector indust,25000,0.7,0.5,0.2,24430,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
argo_raft_pu_ai_civ,Argo raft pu ai civ,25000,0.7,0.5,1.0,24430,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
argo_raft_pu_ai_crim,Argo raft pu ai crim,25000,0.7,0.5,1.0,24430,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
argo_srv,Argo srv,10000,0.7,0.5,0.2,6000,0.85,1.3,1.0,24,42000,44000,252000,168000,506000,1,6500,1,640,1,420,1,410,1,570,2,0,67
banu_defender,Banu defender,3500,0.7,0.4,0.2,2100,0.85,1.3,1.0,16,27000,24500,138000,0,189500,0,0,2,440,2,420,1,500,1,240,2,5,61
banu_defender_pu_ai_civ,Banu defender pu ai civ,3500,0.7,0.4,1.0,2100,0.85,1.3,1.0,16,27000,24500,138000,0,189500,0,0,2,440,2,420,1,500,1,240,2,5,61
banu_defender_pu_ai_crim,Banu defender pu ai crim,3500,0.7,0.4,1.0,2100,0.85,1.3,1.0,16,27000,24500,138000,0,189500,0,0,2,440,2,420,1,500,1,240,2,5,61
cnou_hoverquad,CO hoverquad,2500,0.0,1.0,0.2,120,0.85,1.3,1.0,23,2750,5000,47800,0,55550,0,0,1,71,1,46,0,0,0,0,1,0,44
cnou_mustang_alpha,CO mustang alpha,1850,0.0,0.4,0.2,1140,0.85,1.3,1.0,16,18300,17800,97800,0,133900,0,0,1,170,2,220,2,260,1,150,1,0,59
cnou_mustang_alpha_citizencon2018,CO mustang alpha citizencon2018,1850,0.0,0.4,0.2,1140,0.85,1.3,1.0,16,18300,17800,97800,0,133900,0,0,1,170,2,220,2,260,1,150,1,0,59
cnou_mustang_alpha_pu_ai_civ,CO mustang alpha pu ai civ,1850,0.0,0.4,1.0,1140,0.85,1.3,1.0,16,18300,17800,97800,0,133900,0,0,1,170,2,220,2,260,1,150,1,0,58
cnou_mustang_alpha_pu_ai_crim,CO mustang alpha pu ai crim,1850,0.0,0.4,1.0,1140,0.85,1.3,1.0,16,18300,17800,97800,0,133900,0,0,1,170,2,220,2,260,1,150,1,0,58
cnou_mustang_beta,CO mustang beta,1850,0.0,0.4,0.2,1140,0.85,1.3,1.0,16,18300,17800,97800,0,133900,0,0,1,200,2,260,2,260,1,150,1,0,60
cnou_mustang_beta_pu_ai_civ,CO mustang beta pu ai civ,1850,0.0,0.4,1.0,1140,0.85,1.3,1.0,16,18300,17800,97800,0,133900,0,0,1,200,2,260,2,260,1,150,1,0,59
cnou_mustang_beta_pu_ai_crim,CO mustang beta pu ai crim,1850,0.0,0.4,1.0,1140,0.85,1.3,1.0,16,18300,17800,97800,0,133900,0,0,1,200,2,260,2,260,1,150,1,0,59
cnou_mustang_delta,CO mustang delta,1850,0.0,0.4,0.2,1140,0.85,1.3,1.0,16,18300,17800,97800,0,133900,0,0,1,270,2,220,2,360,1,150,1,1,62
cnou_mustang_delta_pu_ai_civ,CO mustang delta pu ai civ,1850,0.0,0.4,1.0,1140,0.85,1.3,1.0,16,18300,17800,97800,0,133900,0,0,1,270,2,220,2,360,1,150,1,1,62
cnou_mustang_delta_pu_ai_crim,CO mustang delta pu ai crim,1850,0.0,0.4,1.0,1140,0.85,1.3,1.0,16,18300,17800,97800,0,133900,0,0,1,270,2,220,2,360,1,150,1,1,62
cnou_mustang_delta_pu_ai_ninetails,CO mustang delta pu ai ninetails,1850,0.0,0.4,1.0,1140,0.85,1.3,1.0,16,18300,17800,97800,0,133900,0,0,1,270,2,220,2,360,1,150,1,1,63
cnou_mustang_delta_pu_ai_nt,CO mustang delta pu ai nt,1850,0.0,0.4,1.0,1140,0.85,1.3,1.0,16,18300,17800,97800,0,133900,0,0,1,270,2,220,2,360,1,150,1,1,62
cnou_mustang_gamma,CO mustang gamma,1700,0.0,0.4,0.2,1050,0.85,1.3,1.0,17,27450,17800,97800,0,143050,0,0,1,140,2,124,2,144,1,150,2,0,61
cnou_mustang_gamma_pu_ai_civ,CO mustang gamma pu ai civ,1700,0.0,0.4,1.0,1050,0.85,1.3,1.0,17,27450,17800,97800,0,143050,0,0,1,140,2,124,2,144,1,150,2,0,60
cnou_mustang_gamma_pu_ai_crim,CO mustang gamma pu ai crim,1700,0.0,0.4,1.0,1050,0.85,1.3,1.0,17,27450,17800,97800,0,143050,0,0,1,140,2,124,2,144,1,150,2,0,60
cnou_mustang_omega,CO mustang omega,1700,0.0,0.4,0.2,1050,0.85,1.3,1.0,17,27450,17800,97800,0,143050,0,0,1,140,2,124,2,144,1,150,2,0,61
cnou_nomad,CO nomad,2000,0.7,0.4,0.2,2880,0.85,1.3,1.0,16,9000,9000,87000,0,105000,1,2500,0,0,0,0,3,450,1,150,3,7,64
cnou_nomad_pu_ai_civ,CO nomad pu ai civ,2000,0.7,1.0,1.0,2880,0.85,1.3,1.0,16,9000,9000,87000,0,105000,1,2500,0,0,0,0,3,450,1,150,3,7,64
cnou_nomad_pu_ai_civ_def,CO nomad pu ai civ def,2000,0.7,1.0,1.0,2880,0.85,1.3,1.0,16,9000,9000,87000,0,105000,1,2500,0,0,0,0,3,450,1,150,3,7,64
cnou_nomad_pu_ai_crim,CO nomad pu ai crim,2000,0.7,1.0,1.0,2880,0.85,1.3,1.0,16,9000,9000,87000,0,105000,1,2500,0,0,0,0,3,450,1,150,3,7,64
cnou_nomad_teach,CO nomad teach,2000,0.7,0.4,0.2,2880,0.85,1.3,1.0,16,9000,9000,87000,0,105000,1,2500,0,0,0,0,0,0,1,150,3,7,61
crus_intrepid,Crusader intrepid,2500,0.7,0.4,0.2,1980,0.85,1.3,1.0,24,9600,1600,9600,2400,23200,0,0,1,170,1,110,1,170,1,120,1,4,71
crus_intrepid_collector_indust,Crusader intrepid collector indust,2500,0.7,0.4,0.2,1980,0.85,1.3,1.0,24,9600,1600,9600,2400,23200,0,0,0,0,0,0,0,0,0,0,1,4,67
crus_spirit_a1,Crusader spirit a1,20000,0.7,0.6,0.2,9900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crus_spirit_a1_pu_ai_civ,Crusader spirit a1 pu ai civ,20000,0.7,0.6,1.0,9900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crus_spirit_c1,Crusader spirit c1,20000,0.7,0.6,0.2,9900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crus_spirit_c1_bis2024_temp,Crusader spirit c1 bis2024 temp,20000,0.7,0.6,0.2,9900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
crus_spirit_c1_civilian,Crusader spirit c1 civilian,20000,0.7,0.6,0.2,9900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crus_star_runner,Crusader star runner,20000,0.7,0.8,0.2,8400,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
crus_star_runner_mission_pir_package,Crusader star runner mission pir package,20000,0.7,0.8,0.2,8400,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
crus_star_runner_pu_ai_civ,Crusader star runner pu ai civ,20000,0.7,0.8,1.0,8400,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
crus_star_runner_pu_ai_civ_def,Crusader star runner pu ai civ def,20000,0.7,0.8,1.0,8400,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
crus_star_runner_pu_ai_crim,Crusader star runner pu ai crim,20000,0.7,0.8,1.0,8400,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
crus_starfighter_inferno,Crusader starfighter inferno,10000,0.0,0.4,0.2,7200,0.85,1.3,1.0,16,44400,44400,266400,0,355200,0,0,2,1500,3,1470,2,1160,1,660,2,20,73
crus_starfighter_inferno_collector_military,Crusader starfighter inferno collector military,10000,0.0,0.4,0.2,7200,0.85,1.3,1.0,16,44400,44400,266400,0,355200,0,0,2,1720,3,1680,2,1320,1,750,2,20,73
crus_starfighter_inferno_pu_ai_civ,Crusader starfighter inferno pu ai civ,10000,0.0,0.4,1.0,7200,0.85,1.3,1.0,16,44400,44400,266400,0,355200,0,0,2,1500,3,1470,2,1160,1,660,2,20,73
crus_starfighter_inferno_pu_ai_crim,Crusader starfighter inferno pu ai crim,10000,0.0,0.4,1.0,7200,0.85,1.3,1.0,16,44400,44400,266400,0,355200,0,0,2,1500,3,1470,2,1160,1,660,2,20,73
crus_starfighter_inferno_pu_ai_ff,Crusader starfighter inferno pu ai ff,10000,0.0,0.4,1.0,7200,0.85,1.3,1.0,16,44400,44400,266400,0,355200,0,0,2,1500,3,1470,2,1160,1,660,2,20,73
crus_starfighter_ion,Crusader starfighter ion,10000,0.0,0.4,0.2,7200,0.85,1.3,1.0,16,44400,44400,266400,0,355200,0,0,2,1500,3,1470,2,1160,1,660,2,20,73
crus_starfighter_ion_collector_stealth,Crusader starfighter ion collector stealth,10000,0.0,0.4,0.2,7200,0.85,1.3,1.0,16,44400,44400,266400,0,355200,0,0,2,1040,3,1020,2,800,1,400,2,20,73
crus_starfighter_ion_pu_ai_civ,Crusader starfighter ion pu ai civ,10000,0.0,0.4,1.0,7200,0.85,1.3,1.0,16,44400,44400,266400,0,355200,0,0,2,1500,3,1470,2,1160,1,660,2,20,73
crus_starfighter_ion_pu_ai_crim,Crusader starfighter ion pu ai crim,10000,0.0,0.4,1.0,7200,0.85,1.3,1.0,16,44400,44400,266400,0,355200,0,0,2,1500,3,1470,2,1160,1,660,2,20,73
crus_starlifter_a2,Crusader starlifter a2,80000,0.7,0.6,0.2,27000,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,1,1500,0,0,0,0,0,0,0,0,6,3,108
crus_starlifter_a2_bombless,Crusader starlifter a2 bombless,80000,0.7,0.6,0.2,27000,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,1,1500,0,0,0,0,0,0,0,0,6,3,108
crus_starlifter_a2_collector_military,Crusader starlifter a2 collector military,80000,0.7,0.6,0.2,27000,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,1,1500,0,0,0,0,0,0,0,0,6,3,108
crus_starlifter_a2_ea_pir,Crusader starlifter a2 ea pir,80000,0.7,0.6,0.2,27000,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,1,1500,0,0,0,0,0,0,0,0,6,3,108
crus_starlifter_a2_pu_ai_civ,Crusader starlifter a2 pu ai civ,80000,0.7,0.6,1.0,27000,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,1,1500,0,0,0,0,0,0,0,0,6,3,108
crus_starlifter_a2_pu_ai_crim,Crusader starlifter a2 pu ai crim,80000,0.7,0.6,1.0,27000,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,1,1500,0,0,0,0,0,0,0,0,6,3,108
crus_starlifter_a2_s3bombs,Crusader starlifter a2 s3bombs,80000,0.7,0.6,0.2,27000,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,1,1500,0,0,0,0,0,0,0,0,6,1,104
crus_starlifter_c2,Crusader starlifter c2,80000,0.7,0.8,0.2,27000,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,0,0,0,0,2,2400,0,0,1,1400,4,1,95
crus_starlifter_c2_pu_ai_civ,Crusader starlifter c2 pu ai civ,80000,0.7,0.8,1.0,27000,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,0,0,0,0,2,2400,0,0,1,1400,4,1,95
crus_starlifter_c2_pu_ai_crim,Crusader starlifter c2 pu ai crim,80000,0.7,0.8,1.0,27000,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,0,0,0,0,2,2400,0,0,1,1400,4,1,95
crus_starlifter_m2,Crusader starlifter m2,80000,0.7,0.6,0.2,35100,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,0,0,0,0,2,2600,0,0,1,1800,6,1,102
crus_starlifter_m2_pu_ai_civ,Crusader starlifter m2 pu ai civ,80000,0.7,0.6,1.0,35100,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,0,0,0,0,2,2600,0,0,1,1800,6,1,102
crus_starlifter_m2_pu_ai_civ_def,Crusader starlifter m2 pu ai civ def,80000,0.7,0.6,1.0,35100,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,0,0,0,0,2,2600,0,0,1,1800,6,1,102
crus_starlifter_m2_pu_ai_crim,Crusader starlifter m2 pu ai crim,80000,0.7,0.6,1.0,35100,0.85,1.3,1.0,28,177600,44400,310800,88800,621600,0,0,0,0,2,2600,0,0,1,1800,6,1,102
drak_buccaneer,Drake buccaneer,2500,0.0,0.4,0.2,1170,0.85,1.3,1.0,28,169300,0,91500,0,260800,0,0,1,350,2,420,1,150,1,150,1,3,71
drak_buccaneer_ea_ai_pir,Drake buccaneer ea ai pir,2500,0.0,0.4,1.0,1170,0.85,1.3,1.0,28,169300,0,91500,0,260800,0,0,1,350,2,420,1,150,1,150,3,3,76
drak_buccaneer_ea_outlaws,Drake buccaneer ea outlaws,2500,0.0,0.4,0.2,1170,0.85,1.3,1.0,28,169300,0,91500,0,260800,0,0,1,350,2,420,1,150,1,150,1,3,71
drak_buccaneer_pu_ai_civ,Drake buccaneer pu ai civ,2500,0.0,0.4,1.0,1170,0.85,1.3,1.0,28,169300,0,91500,0,260800,0,0,1,350,2,420,1,150,1,150,1,3,71
drak_buccaneer_pu_ai_crim,Drake buccaneer pu ai crim,2500,0.0,0.4,1.0,1170,0.85,1.3,1.0,28,169300,0,91500,0,260800,0,0,1,350,2,420,1,150,1,150,1,3,75
drak_buccaneer_pu_ai_crim_scattergun,Drake buccaneer pu ai crim scattergun,2500,0.0,0.4,1.0,1170,0.85,1.3,1.0,28,169300,0,91500,0,260800,0,0,1,350,2,420,1,150,1,150,3,3,77
drak_buccaneer_pu_ai_nt,Drake buccaneer pu ai nt,2500,0.0,0.4,1.0,1170,0.85,1.3,1.0,28,169300,0,91500,0,260800,0,0,1,350,2,420,1,150,1,150,1,3,75
drak_buccaneer_pu_ai_raceannouncer_scramble,Drake buccaneer pu ai raceannouncer scramble,2500,0.0,0.4,1.0,1170,0.85,1.3,1.0,28,169300,0,91500,0,260800,0,0,1,350,2,420,1,150,1,150,1,3,71
drak_caterpillar,Drake caterpillar,60000,0.7,0.8,0.2,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_ai_civ_shipboarded,Drake caterpillar ai civ shipboarded,60000,0.7,0.8,1.0,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_ai_civ_shipboarded_halfcargomarkup,Drake caterpillar ai civ shipboarded halfcargomarkup,60000,0.7,0.8,1.0,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_ai_civ_shipboarded_nocargomarkup,Drake caterpillar ai civ shipboarded nocargomarkup,60000,0.7,0.8,1.0,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_ai_nt_shipboarded,Drake caterpillar ai nt shipboarded,60000,0.7,0.8,1.0,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_ai_nt_shipboarded_halfcargomarkup,Drake caterpillar ai nt shipboarded halfcargomarkup,60000,0.7,0.8,1.0,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_ai_nt_shipboarded_nocargomarkup,Drake caterpillar ai nt shipboarded nocargomarkup,60000,0.7,0.8,1.0,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_pirate,Drake caterpillar pirate,60000,0.7,0.8,0.2,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_pu_ai_civ,Drake caterpillar pu ai civ,60000,0.7,0.8,1.0,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_pu_ai_civ_def,Drake caterpillar pu ai civ def,60000,0.7,0.8,1.0,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_pu_ai_crim,Drake caterpillar pu ai crim,60000,0.7,0.8,1.0,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_pu_ai_nt,Drake caterpillar pu ai nt,60000,0.7,0.8,1.0,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_pu_hijacked,Drake caterpillar pu hijacked,60000,0.7,0.8,0.2,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_caterpillar_shipshowdown,Drake caterpillar shipshowdown,60000,0.7,0.8,0.2,36000,0.85,1.3,1.0,38,58000,83100,382760,0,523860,2,10000,2,3600,2,2400,3,4200,1,1800,3,0,120
drak_clipper,Drake clipper,2500,0.7,0.4,0.2,3600,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18
drak_corsair,Drake corsair,20000,0.7,0.8,0.2,9000,0.85,1.3,1.0,1,0,0,30000,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,2
drak_corsair_exec_military,Drake corsair exec military,20000,0.7,0.8,0.2,9000,0.85,1.3,1.0,1,0,0,30000,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,2
drak_corsair_exec_stealthindustrial,Drake corsair exec stealthindustrial,20000,0.7,0.8,0.2,9000,0.85,1.3,1.0,1,0,0,30000,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,2
drak_corsair_pu_ai_civ,Drake corsair pu ai civ,20000,0.7,0.8,1.0,9000,0.85,1.3,1.0,1,0,0,30000,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,2
drak_corsair_pu_ai_civ_def,Drake corsair pu ai civ def,20000,0.7,0.8,1.0,9000,0.85,1.3,1.0,1,0,0,30000,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,2
drak_corsair_pu_ai_crim,Drake corsair pu ai crim,20000,0.7,0.8,1.0,9000,0.85,1.3,1.0,1,0,0,30000,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,2
drak_corsair_pu_ai_ff,Drake corsair pu ai ff,20000,0.7,0.8,1.0,9000,0.85,1.3,1.0,1,0,0,30000,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,2
drak_cutlass_black,Drake cutlass black,6750,0.7,0.5,0.2,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_ai_derelict_nose_a,Drake cutlass black ai derelict nose a,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drak_cutlass_black_ai_derelict_tail_a,Drake cutlass black ai derelict tail a,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drak_cutlass_black_bis2950,Drake cutlass black bis2950,6750,0.7,0.5,0.2,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_ea_ai_pir,Drake cutlass black ea ai pir,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,360,0,0,1,5,9
drak_cutlass_black_exec_military,Drake cutlass black exec military,6750,0.7,0.5,0.2,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_exec_stealth,Drake cutlass black exec stealth,6750,0.7,0.5,0.2,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_mission_pir_package,Drake cutlass black mission pir package,6750,0.7,0.5,0.2,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_pu_ai_advocacy,Drake cutlass black pu ai advocacy,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_pu_ai_advocacy_qig,Drake cutlass black pu ai advocacy qig,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
drak_cutlass_black_pu_ai_cfp,Drake cutlass black pu ai cfp,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_pu_ai_civ,Drake cutlass black pu ai civ,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_pu_ai_civ_def,Drake cutlass black pu ai civ def,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_pu_ai_crim,Drake cutlass black pu ai crim,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,360,0,0,1,5,10
drak_cutlass_black_pu_ai_crim_qig,Drake cutlass black pu ai crim qig,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,410,0,0,1,5,11
drak_cutlass_black_pu_ai_dropship,Drake cutlass black pu ai dropship,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_pu_ai_ff,Drake cutlass black pu ai ff,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_pu_ai_headhunters,Drake cutlass black pu ai headhunters,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_pu_ai_ninetails,Drake cutlass black pu ai ninetails,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_pu_ai_nt,Drake cutlass black pu ai nt,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,360,0,0,1,5,10
drak_cutlass_black_pu_ai_nt_qig,Drake cutlass black pu ai nt qig,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,360,0,0,1,5,11
drak_cutlass_black_pu_ai_nt_reinforcements,Drake cutlass black pu ai nt reinforcements,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,360,0,0,1,5,10
drak_cutlass_black_pu_ai_pir_elite,Drake cutlass black pu ai pir elite,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0,0,0,5,7
drak_cutlass_black_pu_ai_pir_qig,Drake cutlass black pu ai pir qig,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,360,0,0,2,0,5
drak_cutlass_black_pu_ai_sec_crusader,Drake cutlass black pu ai sec crusader,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_black_pu_ai_sec_crusader_qig,Drake cutlass black pu ai sec crusader qig,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
drak_cutlass_black_pu_ai_xenothreat,Drake cutlass black pu ai xenothreat,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
drak_cutlass_black_pu_pirate_crewless,Drake cutlass black pu pirate crewless,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,410,0,0,2,4,10
drak_cutlass_black_shipshowdown,Drake cutlass black shipshowdown,6750,0.7,0.5,0.2,3900,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drak_cutlass_blue,Drake cutlass blue,6750,0.7,0.5,0.2,3900,0.85,1.3,1.0,1,0,0,10240,0,10240,0,0,0,0,0,0,0,0,0,0,0,10,30
drak_cutlass_blue_bis2950,Drake cutlass blue bis2950,6750,0.7,0.5,0.2,3900,0.85,1.3,1.0,1,0,0,10240,0,10240,0,0,0,0,0,0,0,0,0,0,0,10,30
drak_cutlass_blue_pu_ai_civ,Drake cutlass blue pu ai civ,6750,0.7,0.5,1.0,3900,0.85,1.3,1.0,1,0,0,10240,0,10240,0,0,0,0,0,0,0,0,0,0,0,10,30
